state,district,total_days,total_enrolments,total_updates,total_activity,avg_daily_enrolments,avg_daily_updates,avg_daily_activity,eur_mean,eur_std,stability_score,capacity_gap,daily_gap,operators_needed,stress_percentile,window_days,window_class,recommendation,reason
Haryana,Bhiwani,104,3320,119167,122487,1.3775933609958506,49.44688796680498,50.82448132780083,109.636216689438,753.3050911468192,6.8708884983887915,-115847,-1113.9134615384614,0,31.73828125,104,mid_term,Monitor / No Action,Within acceptable range (stress=31.7%)
Haryana,Charkhi Dadri,105,814,19861,20675,0.7996070726915521,19.509823182711198,20.309430255402752,94.42367304889105,426.4184284799558,4.515964045320714,-19047,-181.4,0,26.3671875,105,mid_term,Monitor / No Action,Within acceptable range (stress=26.4%)
Haryana,Faridabad,107,15781,227045,242826,10.72807613868117,154.3473827328348,165.07545887151596,528.3063813843345,4984.222248526124,9.434322563250708,-211264,-1974.4299065420562,0,82.71484375,107,mid_term,Monitor / No Action,Within acceptable range (stress=82.7%)
Haryana,Fatehabad,104,2532,96561,99093,2.350974930362117,89.65738161559888,92.008356545961,213.65033879043895,1097.8344880503482,5.138439544847247,-94029,-904.125,0,56.25,104,mid_term,Monitor / No Action,Within acceptable range (stress=56.2%)
Haryana,Gurgaon,105,6651,155884,162535,2.5317853064331937,59.33917015607157,61.87095546250476,183.9483217436418,1344.09520643183,7.306877751389636,-149233,-1421.2666666666667,0,51.66015625,105,mid_term,Monitor / No Action,Within acceptable range (stress=51.7%)
Haryana,Gurugram,3,2636,0,2636,376.57142857142856,0.0,376.57142857142856,376571.4285714286,334537.4204992406,0.8883770626995616,2636,878.6666666666666,36,98.828125,3,short_term,Mobile Aadhaar Van,High stress (98.8%) in short-term (3 days)
Haryana,Hisar,106,5050,159608,164658,2.895642201834862,91.51834862385321,94.41399082568807,241.48402744575097,1452.4988969914534,6.0148610965860145,-154558,-1458.0943396226414,0,61.1328125,106,mid_term,Monitor / No Action,Within acceptable range (stress=61.1%)
Haryana,Jhajjar,104,2571,80067,82638,1.448450704225352,45.10816901408451,46.55661971830986,153.33314970865212,895.3934500803426,5.83949140998053,-77496,-745.1538461538462,0,44.7265625,104,mid_term,Monitor / No Action,Within acceptable range (stress=44.7%)
Haryana,Jhajjar *,1,1,0,1,1.0,0.0,1.0,1000.0,,,1,1.0,1,93.5546875,1,short_term,Mobile Aadhaar Van,High stress (93.6%) in short-term (1 days)
Haryana,Jind,104,3669,121616,125285,3.4003707136237256,112.71177015755329,116.11214087117702,246.63132432522914,1314.3872784435355,5.32933905577713,-117947,-1134.1057692307693,0,61.81640625,104,mid_term,Monitor / No Action,Within acceptable range (stress=61.8%)
Haryana,Kaithal,103,2857,105482,108339,2.7392138063279003,101.1332694151486,103.87248322147651,238.81667617403764,1674.4421252123752,7.011382708506596,-102625,-996.3592233009708,0,60.9375,103,mid_term,Monitor / No Action,Within acceptable range (stress=60.9%)
Haryana,Karnal,103,3907,126945,130852,2.6852233676975943,87.24742268041237,89.93264604810996,277.0831631121565,1681.9481079619152,6.070170482031866,-123038,-1194.5436893203882,0,64.453125,103,mid_term,Monitor / No Action,Within acceptable range (stress=64.5%)
Haryana,Kurukshetra,103,2312,89031,91343,1.996545768566494,76.88341968911917,78.87996545768567,175.38309602083243,870.818030259428,4.965205226795426,-86719,-841.9320388349514,0,50.1953125,103,mid_term,Monitor / No Action,Within acceptable range (stress=50.2%)
Haryana,Mahendragarh,105,2620,70037,72657,3.3164556962025316,88.65443037974684,91.97088607594937,292.4997577031045,1572.6636195116985,5.3766138312297675,-67417,-642.0666666666667,0,65.625,105,mid_term,Monitor / No Action,Within acceptable range (stress=65.6%)
Haryana,Mewat,105,7262,111606,118868,11.944078947368421,183.5625,195.5065789473684,1006.6993589606121,5839.961516395487,5.801092116849021,-104344,-993.7523809523809,0,93.9453125,105,mid_term,Extra Counters,Sustained stress (93.9%) over mid-term (105 days)
Haryana,Nuh,1,1506,0,1506,753.0,0.0,753.0,753000.0,461033.621333629,0.612262444517087,1506,1506.0,61,99.8046875,1,short_term,Mobile Aadhaar Van,High stress (99.8%) in short-term (1 days)
Haryana,Palwal,105,4428,100735,105163,7.33112582781457,166.77980132450332,174.11092715231788,518.3136151193554,3003.7941808990404,5.795310595683934,-96307,-917.2095238095238,0,82.2265625,105,mid_term,Monitor / No Action,Within acceptable range (stress=82.2%)
Haryana,Panchkula,104,1335,61222,62557,0.8195211786372008,37.58256599140577,38.40208717004297,87.84998789434316,538.6921419146706,6.131884852137874,-59887,-575.8365384615385,0,24.0234375,104,mid_term,Monitor / No Action,Within acceptable range (stress=24.0%)
Haryana,Panipat,106,6011,120828,126839,4.947325102880659,99.44691358024691,104.39423868312757,250.30981025564424,2120.713403378447,8.472320477140189,-114817,-1083.1792452830189,0,62.01171875,106,mid_term,Monitor / No Action,Within acceptable range (stress=62.0%)
Haryana,Rewari,106,2364,78029,80393,1.6070700203942896,53.04486743711761,54.6519374575119,136.73036138632176,912.3116782305611,6.672292800865993,-75665,-713.8207547169811,0,40.33203125,106,mid_term,Monitor / No Action,Within acceptable range (stress=40.3%)
Haryana,Rohtak,105,3347,96547,99894,2.142765685019206,61.809859154929576,63.95262483994878,190.90527296228777,1449.7947800119491,7.594275230014816,-93200,-887.6190476190476,0,53.02734375,105,mid_term,Monitor / No Action,Within acceptable range (stress=53.0%)
Haryana,Sirsa,103,3190,135983,139173,2.3473142016188375,100.06107431935247,102.4083885209713,189.92305850716082,1040.766932108049,5.479910972252146,-132793,-1289.2524271844661,0,52.83203125,103,mid_term,Monitor / No Action,Within acceptable range (stress=52.8%)
Haryana,Sonipat,105,4524,125800,130324,2.2318697582634437,62.06216082881105,64.29403058707449,197.44355919680442,1410.190633343833,7.1422106493104955,-121276,-1155.009523809524,0,54.4921875,105,mid_term,Monitor / No Action,Within acceptable range (stress=54.5%)
Haryana,Yamuna Nagar,103,3223,125962,129185,2.41966966966967,94.56606606606607,96.98573573573573,192.27589561211968,1083.5689848620173,5.635461199914012,-122739,-1191.6407766990292,0,53.3203125,103,mid_term,Monitor / No Action,Within acceptable range (stress=53.3%)
Haryana,Yamunanagar,92,59,1162,1221,0.26222222222222225,5.164444444444444,5.426666666666667,40.061790379783616,217.93364927944472,5.439802051067763,-1103,-11.98913043478261,0,7.2265625,92,mid_term,Monitor / No Action,Within acceptable range (stress=7.2%)
Himachal Pradesh,Bilaspur,103,952,26622,27574,0.4411492122335496,12.336422613531047,12.777571825764596,59.8692471357386,337.2041494852165,5.632249165778503,-25670,-249.2233009708738,0,13.0859375,103,mid_term,Monitor / No Action,Within acceptable range (stress=13.1%)
Himachal Pradesh,Chamba,103,1594,48578,50172,0.7572446555819478,23.077434679334917,23.834679334916864,97.93440168136372,552.3070922250147,5.639504027583051,-46984,-456.15533980582524,0,27.734375,103,mid_term,Monitor / No Action,Within acceptable range (stress=27.7%)
Himachal Pradesh,Hamirpur,101,1159,28580,29739,0.31477457903313416,7.762085822922325,8.076860401955459,52.23263872060097,280.661161732376,5.373188018426967,-27421,-271.4950495049505,0,10.7421875,101,mid_term,Monitor / No Action,Within acceptable range (stress=10.7%)
Himachal Pradesh,Kangra,103,3848,113656,117504,0.45700712589073633,13.498337292161521,13.955344418052256,62.19475032109892,341.25430888732245,5.486778551999514,-109808,-1066.0970873786407,0,14.0625,103,mid_term,Monitor / No Action,Within acceptable range (stress=14.1%)
Himachal Pradesh,Kinnaur,101,160,5195,5355,0.17075773745997866,5.5442902881536815,5.715048025613661,38.47839344521924,208.30186200280244,5.413335381685501,-5035,-49.851485148514854,0,6.8359375,101,mid_term,Monitor / No Action,Within acceptable range (stress=6.8%)
Himachal Pradesh,Kullu,103,1194,27900,29094,0.547455295735901,12.792297111416781,13.339752407152682,80.77901310052202,400.5549948789765,4.958590367898665,-26706,-259.28155339805824,0,21.38671875,103,mid_term,Monitor / No Action,Within acceptable range (stress=21.4%)
Himachal Pradesh,Lahaul And Spiti,52,3,91,94,0.03571428571428571,1.0833333333333333,1.119047619047619,35.714285714285715,186.69145807013004,5.22721446395865,-88,-1.6923076923076923,0,6.34765625,52,mid_term,Monitor / No Action,Within acceptable range (stress=6.3%)
Himachal Pradesh,Lahul & Spiti,84,37,787,824,0.10220994475138122,2.1740331491712706,2.276243093922652,47.00323080949102,236.5510480433391,5.032548006201499,-750,-8.928571428571429,0,9.08203125,84,mid_term,Monitor / No Action,Within acceptable range (stress=9.1%)
Himachal Pradesh,Lahul And Spiti,83,31,892,923,0.08683473389355742,2.4985994397759104,2.585434173669468,42.04736103578921,200.90273937490196,4.777897031560988,-861,-10.373493975903614,0,7.51953125,83,mid_term,Monitor / No Action,Within acceptable range (stress=7.5%)
Himachal Pradesh,Mandi,104,2436,74119,76555,0.4795275590551181,14.590354330708662,15.06988188976378,75.48013281294773,376.00256038697313,4.981411200051242,-71683,-689.2596153846154,0,19.23828125,104,mid_term,Monitor / No Action,Within acceptable range (stress=19.2%)
Himachal Pradesh,Shimla,105,1625,50860,52485,0.3626422673510377,11.35014505690694,11.712787324257977,63.670034437627834,440.88862296601314,6.9244771482063445,-49235,-468.9047619047619,0,15.0390625,105,mid_term,Monitor / No Action,Within acceptable range (stress=15.0%)
Himachal Pradesh,Sirmaur,103,1526,45761,47287,1.0634146341463415,31.889198606271776,32.95261324041812,135.28454767468136,685.4417900430535,5.06662981984833,-44235,-429.4660194174757,0,39.55078125,103,mid_term,Monitor / No Action,Within acceptable range (stress=39.6%)
Himachal Pradesh,Solan,102,1141,39893,41034,0.5188722146430196,18.14142792178263,18.660300136425647,67.38158924718921,476.9558182801003,7.078324291315296,-38752,-379.921568627451,0,16.2109375,102,mid_term,Monitor / No Action,Within acceptable range (stress=16.2%)
Himachal Pradesh,Una,105,1203,38143,39346,0.42077649527806926,13.341378104232248,13.762154599510318,59.90026831116772,348.31498207808664,5.814818148235242,-36940,-351.8095238095238,0,13.18359375,105,mid_term,Monitor / No Action,Within acceptable range (stress=13.2%)
Jammu and Kashmir,?,1,0,1,1,0.0,1.0,1.0,0.0,,,-1,-1.0,0,2.001953125,1,short_term,Monitor / No Action,Within acceptable range (stress=2.0%)
Jammu and Kashmir,Anantnag,103,3231,72246,75477,2.3194544149318017,51.863603732950466,54.18305814788227,219.78167892894336,1206.0410231492128,5.487425255832516,-69015,-670.0485436893204,0,58.10546875,103,mid_term,Monitor / No Action,Within acceptable range (stress=58.1%)
Jammu and Kashmir,Badgam,103,1824,23869,25693,2.3295019157088124,30.48403575989783,32.81353767560664,221.1011624063327,1278.7474805331358,5.7835141303733835,-22045,-214.02912621359224,0,58.49609375,103,mid_term,Monitor / No Action,Within acceptable range (stress=58.5%)
Jammu and Kashmir,Bandipore,102,1601,30836,32437,3.391949152542373,65.33050847457628,68.72245762711864,400.55296129319026,2056.1497591427983,5.133265322116674,-29235,-286.61764705882354,0,75.1953125,102,mid_term,Monitor / No Action,Within acceptable range (stress=75.2%)
Jammu and Kashmir,Bandipur,4,2,2,4,0.5,0.5,1.0,500.0,577.3502691896257,1.1546982289827934,0,0.0,0,81.15234375,4,short_term,Monitor / No Action,Within acceptable range (stress=81.2%)
Jammu and Kashmir,Baramula,105,3697,86048,89745,2.477882037533512,57.67292225201072,60.15080428954423,266.8748398253459,1743.7705158473225,6.534014158001396,-82351,-784.2952380952381,0,63.4765625,105,mid_term,Monitor / No Action,Within acceptable range (stress=63.5%)
Jammu and Kashmir,Budgam,103,804,35806,36610,1.1618497109826589,51.74277456647399,52.90462427745665,121.48188434804572,709.4438981056677,5.839867088380343,-35002,-339.8252427184466,0,35.44921875,103,mid_term,Monitor / No Action,Within acceptable range (stress=35.4%)
Jammu and Kashmir,Doda,104,4423,43746,48169,3.640329218106996,36.004938271604935,39.645267489711934,266.8610924234783,1675.3554320857986,6.277982072580056,-39323,-378.1057692307692,0,63.37890625,104,mid_term,Monitor / No Action,Within acceptable range (stress=63.4%)
Jammu and Kashmir,Ganderbal,102,807,19396,20203,1.7025316455696202,40.91983122362869,42.62236286919831,198.41996417287626,878.854751374264,4.4292434271640415,-18589,-182.2450980392157,0,54.58984375,102,mid_term,Monitor / No Action,Within acceptable range (stress=54.6%)
Jammu and Kashmir,Jammu,106,4507,122519,127026,1.1589097454358448,31.50398560041142,32.66289534584726,145.8949769202664,723.3292396172955,4.957842257793044,-118012,-1113.3207547169811,0,42.578125,106,mid_term,Monitor / No Action,Within acceptable range (stress=42.6%)
Jammu and Kashmir,Kargil,101,520,4393,4913,0.9138840070298769,7.720562390158173,8.63444639718805,112.72585992549025,494.28040998399285,4.384761629222178,-3873,-38.34653465346535,0,32.8125,101,mid_term,Monitor / No Action,Within acceptable range (stress=32.8%)
Jammu and Kashmir,Kathua,106,2830,54111,56941,1.763239875389408,33.714018691588784,35.47725856697819,176.45054947977383,1098.3519904398877,6.224666168577844,-51281,-483.7830188679245,0,50.390625,106,mid_term,Monitor / No Action,Within acceptable range (stress=50.4%)
Jammu and Kashmir,Kishtwar,103,1240,24692,25932,4.092409240924092,81.49174917491749,85.58415841584159,445.81080309768527,2119.5868652686218,4.754443131700088,-23452,-227.6893203883495,0,79.00390625,103,mid_term,Monitor / No Action,Within acceptable range (stress=79.0%)
Jammu and Kashmir,Kulgam,102,1154,33283,34437,3.135869565217391,90.4429347826087,93.5788043478261,323.49768233300637,2492.7625917458477,7.705634451950634,-32129,-314.9901960784314,0,68.1640625,102,mid_term,Monitor / No Action,Within acceptable range (stress=68.2%)
Jammu and Kashmir,Kupwara,104,2801,78476,81277,4.12518409425626,115.5758468335788,119.70103092783505,419.8745510170396,1922.2713149669794,4.57819301531317,-75675,-727.6442307692307,0,76.953125,104,mid_term,Monitor / No Action,Within acceptable range (stress=77.0%)
Jammu and Kashmir,Leh,96,199,3616,3815,0.4617169373549884,8.389791183294664,8.851508120649651,62.72873558582943,450.5915714730365,7.1830618647597895,-3417,-35.59375,0,14.55078125,96,mid_term,Monitor / No Action,Within acceptable range (stress=14.6%)
Jammu and Kashmir,Leh (Ladakh),14,2,14,16,0.125,0.875,1.0,125.0,341.56502553198663,2.7324983442691386,-12,-0.8571428571428571,0,36.81640625,14,mid_term,Monitor / No Action,Within acceptable range (stress=36.8%)
Jammu and Kashmir,Poonch,3,0,3,3,0.0,1.0,1.0,0.0,0.0,0.0,-3,-1.0,0,2.001953125,3,short_term,Monitor / No Action,Within acceptable range (stress=2.0%)
Jammu and Kashmir,Pulwama,103,1830,48602,50432,1.7579250720461095,46.68780019212296,48.44572526416907,160.52886666221625,1097.275483445024,6.835335419258083,-46772,-454.09708737864077,0,46.6796875,103,mid_term,Monitor / No Action,Within acceptable range (stress=46.7%)
Jammu and Kashmir,Punch,103,2560,61569,64129,6.25916870415648,150.5354523227384,156.79462102689487,410.8848883879445,2206.8021314388934,5.3708394320792685,-59009,-572.9029126213592,0,76.07421875,103,mid_term,Monitor / No Action,Within acceptable range (stress=76.1%)
Jammu and Kashmir,Rajauri,23,2,24,26,0.07692307692307693,0.9230769230769231,1.0,76.92307692307692,271.746488194703,3.532658421971653,-22,-0.9565217391304348,0,19.62890625,23,mid_term,Monitor / No Action,Within acceptable range (stress=19.6%)
Jammu and Kashmir,Rajouri,104,2522,66258,68780,2.0388035569927245,53.56345998383185,55.60226354082457,207.05799557071538,1123.075907789981,5.423941638924956,-63736,-612.8461538461538,0,55.6640625,104,mid_term,Monitor / No Action,Within acceptable range (stress=55.7%)
Jammu and Kashmir,Ramban,104,1874,35130,37004,3.904166666666667,73.1875,77.09166666666667,356.4122796058389,1794.2298444313317,5.034127365892733,-33256,-319.7692307692308,0,70.60546875,104,mid_term,Monitor / No Action,Within acceptable range (stress=70.6%)
Jammu and Kashmir,Reasi,104,1658,28582,30240,2.231493943472409,38.46837146702557,40.69986541049798,270.72572697649423,2449.0892175726344,9.046351813595694,-26924,-258.88461538461536,0,63.8671875,104,mid_term,Monitor / No Action,Within acceptable range (stress=63.9%)
Jammu and Kashmir,Samba,101,570,14712,15282,0.7490144546649146,19.33245729303548,20.081471747700395,71.0413056885205,420.1493609722704,5.914072704993315,-14142,-140.01980198019803,0,17.96875,101,mid_term,Monitor / No Action,Within acceptable range (stress=18.0%)
Jammu and Kashmir,Shopian,1,412,0,412,412.0,0.0,412.0,412000.0,,,412,412.0,17,98.92578125,1,short_term,Mobile Aadhaar Van,High stress (98.9%) in short-term (1 days)
Jammu and Kashmir,Shupiyan,99,650,21327,21977,5.8558558558558556,192.13513513513513,197.99099099099098,594.6828802716308,2829.6243076499013,4.758199106317508,-20677,-208.85858585858585,0,85.15625,99,mid_term,Extra Counters,Sustained stress (85.2%) over mid-term (99 days)
Jammu and Kashmir,Srinagar,105,3168,100921,104089,1.2935892200898327,41.209064924458964,42.50265414454879,162.59359395546116,805.733311106565,4.955474173558784,-97753,-930.9809523809524,0,47.265625,105,mid_term,Monitor / No Action,Within acceptable range (stress=47.3%)
Jammu and Kashmir,Udhampur,105,2747,56162,58909,1.6915024630541873,34.58251231527094,36.274014778325125,192.87408390515594,1154.3234386172865,5.9848240386763045,-53415,-508.7142857142857,0,53.515625,105,mid_term,Monitor / No Action,Within acceptable range (stress=53.5%)
Jharkhand,Bokaro,105,5688,159423,165111,1.680354505169867,47.09689807976366,48.77725258493353,215.75089247675078,1411.9585651075292,6.5443623640969015,-153735,-1464.142857142857,0,56.8359375,105,mid_term,Monitor / No Action,Within acceptable range (stress=56.8%)
Jharkhand,Bokaro *,5,2,3,5,0.4,0.6,1.0,400.0,547.7225575051662,1.369302970505489,-1,-0.2,0,74.951171875,5,short_term,Monitor / No Action,Within acceptable range (stress=75.0%)
Jharkhand,Chatra,105,6279,105377,111656,8.601369863013698,144.35205479452054,152.95342465753424,863.1829412044718,4290.239906967262,4.970249911022135,-99098,-943.7904761904762,0,92.08984375,105,mid_term,Extra Counters,Sustained stress (92.1%) over mid-term (105 days)
Jharkhand,Deoghar,106,8060,113358,121418,5.114213197969543,71.92766497461929,77.04187817258884,558.5520317149887,3686.295468034165,6.599723318510534,-105298,-993.377358490566,0,83.59375,106,mid_term,Monitor / No Action,Within acceptable range (stress=83.6%)
Jharkhand,Dhanbad,106,10791,230283,241074,2.327653149266609,49.6727782571182,52.00043140638481,222.93422710838593,1499.7010016904517,6.727070553822038,-219492,-2070.6792452830186,0,58.984375,106,mid_term,Monitor / No Action,Within acceptable range (stress=59.0%)
Jharkhand,Dumka,104,5661,120196,125857,2.8779867819013725,61.106253177427554,63.984239959328924,277.1886914623679,1505.8158843237502,5.432438256919033,-114535,-1101.298076923077,0,64.55078125,104,mid_term,Monitor / No Action,Within acceptable range (stress=64.6%)
Jharkhand,East Singhbhum,106,7940,181170,189110,2.9461966604823746,67.22448979591837,70.17068645640074,373.38106380842595,2385.0157857302634,6.38760137914381,-173230,-1634.245283018868,0,71.77734375,106,mid_term,Monitor / No Action,Within acceptable range (stress=71.8%)
Jharkhand,East Singhbum,1,1447,0,1447,361.75,0.0,361.75,361750.0,290573.4273237432,0.8032437498838961,1447,1447.0,58,98.73046875,1,short_term,Mobile Aadhaar Van,High stress (98.7%) in short-term (1 days)
Jharkhand,Garhwa,105,5971,131054,137025,5.730326295585413,125.77159309021113,131.50191938579655,649.8569905709411,3613.2625943963494,5.56008027418709,-125083,-1191.2666666666667,0,87.79296875,105,mid_term,Extra Counters,Sustained stress (87.8%) over mid-term (105 days)
Jharkhand,Garhwa *,102,372,7294,7666,1.2610169491525425,24.72542372881356,25.9864406779661,132.35610102825027,594.2818714057629,4.489988574764262,-6922,-67.86274509803921,0,38.76953125,102,mid_term,Monitor / No Action,Within acceptable range (stress=38.8%)
Jharkhand,Giridih,105,14094,197666,211760,7.480891719745223,104.91825902335457,112.39915074309978,598.3813952559874,3444.300346331138,5.7560188495479885,-183572,-1748.304761904762,0,85.3515625,105,mid_term,Extra Counters,Sustained stress (85.4%) over mid-term (105 days)
Jharkhand,Godda,105,5160,124070,129230,4.475281873373808,107.60624457935819,112.081526452732,425.93881438356397,2043.3280526554336,4.79722247992387,-118910,-1132.4761904761904,0,77.5390625,105,mid_term,Monitor / No Action,Within acceptable range (stress=77.5%)
Jharkhand,Gumla,104,6652,124160,130812,3.8517660683265778,71.89345686160972,75.7452229299363,455.2376846693346,2453.2824259718427,5.389002535568346,-117508,-1129.8846153846155,0,79.58984375,104,mid_term,Monitor / No Action,Within acceptable range (stress=79.6%)
Jharkhand,Hazaribag,102,549,14248,14797,0.5928725701943844,15.386609071274298,15.979481641468682,97.25569700262123,454.69481197939496,4.675203106755108,-13699,-134.30392156862746,0,27.24609375,102,mid_term,Monitor / No Action,Within acceptable range (stress=27.2%)
Jharkhand,Hazaribagh,105,6004,125130,131134,2.536544148711449,52.864385297845374,55.40092944655682,309.3724046721206,1755.4951369001642,5.674356975709238,-119126,-1134.5333333333333,0,67.1875,105,mid_term,Monitor / No Action,Within acceptable range (stress=67.2%)
Jharkhand,Jamtara,104,4340,65924,70264,7.269681742043551,110.42546063651591,117.69514237855947,708.6943887124625,3743.2619922806475,5.281905388267446,-61584,-592.1538461538462,0,89.0625,104,mid_term,Extra Counters,Sustained stress (89.1%) over mid-term (104 days)
Jharkhand,Khunti,105,2583,59456,62039,3.0823389021479715,70.94988066825776,74.03221957040573,343.7544999487391,1919.2093012754713,5.583065002775706,-56873,-541.6476190476191,0,69.43359375,105,mid_term,Monitor / No Action,Within acceptable range (stress=69.4%)
Jharkhand,Kodarma,101,305,7277,7582,0.7901554404145078,18.852331606217618,19.642487046632123,67.47775377645127,361.2479250507889,5.353506175403868,-6972,-69.02970297029702,0,16.30859375,101,mid_term,Monitor / No Action,Within acceptable range (stress=16.3%)
Jharkhand,Koderma,104,3084,55433,58517,3.8695106649937263,69.55207026348808,73.4215809284818,450.61155599635305,2062.2134805991836,4.5764669740269595,-52349,-503.3557692307692,0,79.296875,104,mid_term,Monitor / No Action,Within acceptable range (stress=79.3%)
Jharkhand,Latehar,104,2575,75249,77824,2.808069792802617,82.05997818974919,84.8680479825518,392.6666018209353,2266.7644544679893,5.772731042633056,-72674,-698.7884615384615,0,74.4140625,104,mid_term,Monitor / No Action,Within acceptable range (stress=74.4%)
Jharkhand,Lohardaga,104,2849,53263,56112,3.9846153846153847,74.4937062937063,78.47832167832168,278.42653182778486,2020.750996607747,7.2577269329012974,-50414,-484.75,0,64.74609375,104,mid_term,Monitor / No Action,Within acceptable range (stress=64.7%)
Jharkhand,Pakaur,102,291,5585,5876,1.0981132075471698,21.07547169811321,22.173584905660377,218.97381339846925,828.6841545945285,3.7843811428968728,-5294,-51.90196078431372,0,57.8125,102,mid_term,Monitor / No Action,Within acceptable range (stress=57.8%)
Jharkhand,Pakur,105,6851,69220,76071,9.372093023255815,94.6922024623803,104.06429548563611,414.61112865665075,2182.5394951568633,5.264051252500313,-62369,-593.9904761904762,0,76.3671875,105,mid_term,Monitor / No Action,Within acceptable range (stress=76.4%)
Jharkhand,Palamau,100,276,5923,6199,0.770949720670391,16.544692737430168,17.31564245810056,128.556639218728,694.2812109368257,5.400544185130651,-5647,-56.47,0,37.79296875,100,mid_term,Monitor / No Action,Within acceptable range (stress=37.8%)
Jharkhand,Palamu,104,8401,194149,202550,5.0792019347037485,117.38149939540507,122.46070133010883,521.888805846391,3012.426737323907,5.772150947532708,-185748,-1786.0384615384614,0,82.421875,104,mid_term,Monitor / No Action,Within acceptable range (stress=82.4%)
Jharkhand,Pashchimi Singhbhum,100,576,20218,20794,1.1162790697674418,39.18217054263566,40.298449612403104,141.5497415812507,832.1936051310888,5.879118652680504,-19642,-196.42,0,41.6015625,100,mid_term,Monitor / No Action,Within acceptable range (stress=41.6%)
Jharkhand,Purbi Singhbhum,105,971,24104,25075,0.606875,15.065,15.671875,99.48851210575491,436.85975726602993,4.391013163293621,-23133,-220.31428571428572,0,28.22265625,105,mid_term,Monitor / No Action,Within acceptable range (stress=28.2%)
Jharkhand,Ramgarh,105,2879,63670,66549,1.3478464419475655,29.80805243445693,31.155898876404493,185.02945814838918,1292.723706025564,6.986545452905037,-60791,-578.9619047619047,0,51.953125,105,mid_term,Monitor / No Action,Within acceptable range (stress=52.0%)
Jharkhand,Ranchi,105,13902,248334,262236,4.355263157894737,77.79887218045113,82.15413533834587,368.5513617429181,1683.740793112978,4.568525311167218,-234432,-2232.6857142857143,0,71.38671875,105,mid_term,Monitor / No Action,Within acceptable range (stress=71.4%)
Jharkhand,Sahebganj,106,6031,115269,121300,5.145904436860068,98.35238907849829,103.49829351535836,457.4702923031772,3589.376707944977,7.8461244854818375,-109238,-1030.5471698113208,0,79.78515625,106,mid_term,Monitor / No Action,Within acceptable range (stress=79.8%)
Jharkhand,Sahibganj,100,345,4232,4577,1.1896551724137931,14.593103448275862,15.782758620689656,120.81390916712799,722.2781869241096,5.9783862099747465,-3887,-38.87,0,35.05859375,100,mid_term,Monitor / No Action,Within acceptable range (stress=35.1%)
Jharkhand,Seraikela-Kharsawan,105,4112,103131,107243,2.765299260255548,69.35507733691998,72.12037659717552,379.39325097094434,2293.4106663434127,6.044927303126299,-99019,-943.0380952380953,0,72.8515625,105,mid_term,Monitor / No Action,Within acceptable range (stress=72.9%)
Jharkhand,Simdega,103,1989,81551,83540,2.8454935622317596,116.6680972818312,119.51359084406295,423.5403257510828,1864.542060263701,4.402267138766764,-79562,-772.4466019417475,0,77.24609375,103,mid_term,Monitor / No Action,Within acceptable range (stress=77.2%)
Jharkhand,West Singhbhum,105,6580,175836,182416,3.593664664117968,96.03276897870016,99.62643364281813,345.80181858689235,2501.589789948819,7.234150953920657,-169256,-1611.9619047619049,0,69.7265625,105,mid_term,Monitor / No Action,Within acceptable range (stress=69.7%)
Karnataka,5Th Cross,1,0,1,1,0.0,1.0,1.0,0.0,,,-1,-1.0,0,2.001953125,1,short_term,Monitor / No Action,Within acceptable range (stress=2.0%)
Karnataka,Bagalkot,106,7015,117014,124029,1.9963005122367672,33.29937393284007,35.295674445076834,221.27551815135453,1134.9261558484097,5.128995002859332,-109999,-1037.7264150943397,0,58.59375,106,mid_term,Monitor / No Action,Within acceptable range (stress=58.6%)
Karnataka,Bagalkot *,101,243,2642,2885,0.32705248990578734,3.5558546433378195,3.882907133243607,113.14957045778178,409.601031332468,3.6199643508231047,-2399,-23.752475247524753,0,33.203125,101,mid_term,Monitor / No Action,Within acceptable range (stress=33.2%)
Karnataka,Ballari,104,2720,54232,56952,0.8033077377436503,16.016538688718253,16.8198464264619,130.9796790844209,668.5400741415233,5.104112139399045,-51512,-495.3076923076923,0,38.37890625,104,mid_term,Monitor / No Action,Within acceptable range (stress=38.4%)
Karnataka,Bangalore,106,6824,237205,244029,0.7135836034717139,24.804454669036915,25.518038272508626,90.12080316456856,509.8211804139261,5.657023744664294,-230381,-2173.4056603773583,0,24.90234375,106,mid_term,Monitor / No Action,Within acceptable range (stress=24.9%)
Karnataka,Bangalore Rural,104,2605,70093,72698,1.6220423412204235,43.644458281444585,45.266500622665006,199.3489022378349,1224.4084872708017,6.1420069612575885,-67488,-648.9230769230769,0,54.6875,104,mid_term,Monitor / No Action,Within acceptable range (stress=54.7%)
Karnataka,Belagavi,106,7638,119085,126723,0.8460345591493132,13.190629153743908,14.03666371289322,138.29543701779565,623.0618350743819,4.505263103735693,-111447,-1051.3867924528302,0,40.8203125,106,mid_term,Monitor / No Action,Within acceptable range (stress=40.8%)
Karnataka,Belgaum,106,6637,158615,165252,0.7219623626672468,17.253888828456436,17.97585119112368,102.02763129301621,567.0170881207775,5.557431094928247,-151978,-1433.754716981132,0,29.39453125,106,mid_term,Monitor / No Action,Within acceptable range (stress=29.4%)
Karnataka,Bellary,104,4142,88911,93053,1.0825927861996865,23.238630423418716,24.3212232096184,148.3066444396635,783.297559764426,5.281572387747669,-84769,-815.0865384615385,0,43.45703125,104,mid_term,Monitor / No Action,Within acceptable range (stress=43.5%)
