state,district,avg_daily_enrolments,avg_daily_updates,daily_gap,operators_needed,stress_percentile,recommendation
Gujarat,Chhotaudepur,3.0411368735976065,30.534779356768887,-356.88349514563106,0,62.98828125,Monitor / No Action
Gujarat,Dahod,6.942098092643052,95.80858310626704,-1254.3846153846155,0,81.93359375,Monitor / No Action
Gujarat,Devbhumi Dwarka,1.7400849858356942,21.504957507082153,-273.6078431372549,0,60.546875,Monitor / No Action
Gujarat,Dohad,11.44778761061947,17.398230088495577,-64.65384615384616,0,96.09375,Extra Counters
Gujarat,Gandhinagar,1.5638665132336018,34.57422324510932,-1114.0194174757282,0,34.375,Monitor / No Action
Gujarat,Gir Somnath,3.699934768427919,29.835616438356166,-381.5809523809524,0,58.69140625,Monitor / No Action
Gujarat,Jamnagar,1.4183503684335632,27.747801283574994,-1044.9811320754718,0,56.54296875,Monitor / No Action
Gujarat,Junagadh,1.1920441988950277,28.9014364640884,-1217.3300970873786,0,46.19140625,Monitor / No Action
Gujarat,Kachchh,1.9420444824636443,36.44054747647562,-1521.8396226415093,0,51.46484375,Monitor / No Action
Gujarat,Kheda,1.5689030883919062,33.03258785942492,-1420.4038461538462,0,51.85546875,Monitor / No Action
Gujarat,Mahesana,1.51718336938236,32.465032444124006,-1226.4190476190477,0,39.84375,Monitor / No Action
Gujarat,Mahisagar,1.7685250529287226,25.603387438249822,-334.3960396039604,0,49.31640625,Monitor / No Action
Gujarat,Morbi,8.28125,46.80104166666667,-355.5673076923077,0,74.21875,Monitor / No Action
Gujarat,Narmada,1.088986784140969,44.32511013215859,-476.43689320388347,0,41.11328125,Monitor / No Action
Gujarat,Navsari,0.8357010500308832,20.382025941939467,-620.5,0,25.87890625,Monitor / No Action
Gujarat,Panchmahals,2.3051166290443943,48.355530474040634,-1176.9423076923076,0,62.20703125,Monitor / No Action
Gujarat,Patan,4.417538614848032,47.824115595416046,-821.8584905660377,0,66.9921875,Monitor / No Action
Gujarat,Porbandar,1.9242072699149266,32.409126063418405,-382.68932038834953,0,38.28125,Monitor / No Action
Gujarat,Rajkot,3.608733060873306,57.118520111852014,-2369.209523809524,0,81.4453125,Monitor / No Action
Gujarat,Sabarkantha,1.2414476945959345,30.305156172533465,-1138.2815533980583,0,47.65625,Monitor / No Action
Gujarat,Surat,3.5648756787653615,76.29637039154044,-4801.6509433962265,0,60.64453125,Monitor / No Action
Gujarat,Surendra Nagar,2.195018026876434,40.731891183218615,-1141.514563106796,0,60.44921875,Monitor / No Action
Gujarat,Tapi,1.127979274611399,25.417098445595855,-455.126213592233,0,42.7734375,Monitor / No Action
Gujarat,The Dangs,2.8801742919389977,71.69063180827887,-306.6407766990291,0,51.07421875,Monitor / No Action
Gujarat,Vadodara,1.725962231512181,39.67954447167364,-2460.5981308411215,0,47.75390625,Monitor / No Action
Gujarat,Valsad,2.3412980303519535,38.359380045205036,-1072.576923076923,0,56.93359375,Monitor / No Action
Haryana,Akhera,0.0,1.0,-1.0,0,2.001953125,Monitor / No Action
Haryana,Ambala,1.726718403547672,53.729490022172946,-902.0480769230769,0,42.3828125,Monitor / No Action
Haryana,Bhiwani,1.3775933609958506,49.44688796680498,-1113.9134615384614,0,31.73828125,Monitor / No Action
Haryana,Charkhi Dadri,0.7996070726915521,19.509823182711198,-181.4,0,26.3671875,Monitor / No Action
Haryana,Faridabad,10.72807613868117,154.3473827328348,-1974.4299065420562,0,82.71484375,Monitor / No Action
Haryana,Fatehabad,2.350974930362117,89.65738161559888,-904.125,0,56.25,Monitor / No Action
Haryana,Gurgaon,2.5317853064331937,59.33917015607157,-1421.2666666666667,0,51.66015625,Monitor / No Action
Haryana,Hisar,2.895642201834862,91.51834862385321,-1458.0943396226414,0,61.1328125,Monitor / No Action
Haryana,Jhajjar,1.448450704225352,45.10816901408451,-745.1538461538462,0,44.7265625,Monitor / No Action
Haryana,Jind,3.4003707136237256,112.71177015755329,-1134.1057692307693,0,61.81640625,Monitor / No Action
Haryana,Kaithal,2.7392138063279003,101.1332694151486,-996.3592233009708,0,60.9375,Monitor / No Action
Haryana,Karnal,2.6852233676975943,87.24742268041237,-1194.5436893203882,0,64.453125,Monitor / No Action
Haryana,Kurukshetra,1.996545768566494,76.88341968911917,-841.9320388349514,0,50.1953125,Monitor / No Action
Haryana,Mahendragarh,3.3164556962025316,88.65443037974684,-642.0666666666667,0,65.625,Monitor / No Action
Haryana,Mewat,11.944078947368421,183.5625,-993.7523809523809,0,93.9453125,Extra Counters
Haryana,Palwal,7.33112582781457,166.77980132450332,-917.2095238095238,0,82.2265625,Monitor / No Action
Haryana,Panchkula,0.8195211786372008,37.58256599140577,-575.8365384615385,0,24.0234375,Monitor / No Action
Haryana,Panipat,4.947325102880659,99.44691358024691,-1083.1792452830189,0,62.01171875,Monitor / No Action
Haryana,Rewari,1.6070700203942896,53.04486743711761,-713.8207547169811,0,40.33203125,Monitor / No Action
Haryana,Rohtak,2.142765685019206,61.809859154929576,-887.6190476190476,0,53.02734375,Monitor / No Action
Haryana,Sirsa,2.3473142016188375,100.06107431935247,-1289.2524271844661,0,52.83203125,Monitor / No Action
Haryana,Sonipat,2.2318697582634437,62.06216082881105,-1155.009523809524,0,54.4921875,Monitor / No Action
Haryana,Yamuna Nagar,2.41966966966967,94.56606606606607,-1191.6407766990292,0,53.3203125,Monitor / No Action
Haryana,Yamunanagar,0.26222222222222225,5.164444444444444,-11.98913043478261,0,7.2265625,Monitor / No Action
Himachal Pradesh,Bilaspur,0.4411492122335496,12.336422613531047,-249.2233009708738,0,13.0859375,Monitor / No Action
Himachal Pradesh,Chamba,0.7572446555819478,23.077434679334917,-456.15533980582524,0,27.734375,Monitor / No Action
Himachal Pradesh,Hamirpur,0.31477457903313416,7.762085822922325,-271.4950495049505,0,10.7421875,Monitor / No Action
Himachal Pradesh,Kangra,0.45700712589073633,13.498337292161521,-1066.0970873786407,0,14.0625,Monitor / No Action
Himachal Pradesh,Kinnaur,0.17075773745997866,5.5442902881536815,-49.851485148514854,0,6.8359375,Monitor / No Action
Himachal Pradesh,Kullu,0.547455295735901,12.792297111416781,-259.28155339805824,0,21.38671875,Monitor / No Action
Himachal Pradesh,Lahaul And Spiti,0.03571428571428571,1.0833333333333333,-1.6923076923076923,0,6.34765625,Monitor / No Action
Himachal Pradesh,Lahul & Spiti,0.10220994475138122,2.1740331491712706,-8.928571428571429,0,9.08203125,Monitor / No Action
Himachal Pradesh,Lahul And Spiti,0.08683473389355742,2.4985994397759104,-10.373493975903614,0,7.51953125,Monitor / No Action
Himachal Pradesh,Mandi,0.4795275590551181,14.590354330708662,-689.2596153846154,0,19.23828125,Monitor / No Action
Himachal Pradesh,Shimla,0.3626422673510377,11.35014505690694,-468.9047619047619,0,15.0390625,Monitor / No Action
Himachal Pradesh,Sirmaur,1.0634146341463415,31.889198606271776,-429.4660194174757,0,39.55078125,Monitor / No Action
Himachal Pradesh,Solan,0.5188722146430196,18.14142792178263,-379.921568627451,0,16.2109375,Monitor / No Action
Himachal Pradesh,Una,0.42077649527806926,13.341378104232248,-351.8095238095238,0,13.18359375,Monitor / No Action
Jammu and Kashmir,?,0.0,1.0,-1.0,0,2.001953125,Monitor / No Action
Jammu and Kashmir,Anantnag,2.3194544149318017,51.863603732950466,-670.0485436893204,0,58.10546875,Monitor / No Action
Jammu and Kashmir,Badgam,2.3295019157088124,30.48403575989783,-214.02912621359224,0,58.49609375,Monitor / No Action
Jammu and Kashmir,Bandipore,3.391949152542373,65.33050847457628,-286.61764705882354,0,75.1953125,Monitor / No Action
Jammu and Kashmir,Bandipur,0.5,0.5,0.0,0,81.15234375,Monitor / No Action
Jammu and Kashmir,Baramula,2.477882037533512,57.67292225201072,-784.2952380952381,0,63.4765625,Monitor / No Action
Jammu and Kashmir,Budgam,1.1618497109826589,51.74277456647399,-339.8252427184466,0,35.44921875,Monitor / No Action
Jammu and Kashmir,Doda,3.640329218106996,36.004938271604935,-378.1057692307692,0,63.37890625,Monitor / No Action
Jammu and Kashmir,Ganderbal,1.7025316455696202,40.91983122362869,-182.2450980392157,0,54.58984375,Monitor / No Action
Jammu and Kashmir,Jammu,1.1589097454358448,31.50398560041142,-1113.3207547169811,0,42.578125,Monitor / No Action
Jammu and Kashmir,Kargil,0.9138840070298769,7.720562390158173,-38.34653465346535,0,32.8125,Monitor / No Action
Jammu and Kashmir,Kathua,1.763239875389408,33.714018691588784,-483.7830188679245,0,50.390625,Monitor / No Action
Jammu and Kashmir,Kishtwar,4.092409240924092,81.49174917491749,-227.6893203883495,0,79.00390625,Monitor / No Action
Jammu and Kashmir,Kulgam,3.135869565217391,90.4429347826087,-314.9901960784314,0,68.1640625,Monitor / No Action
Jammu and Kashmir,Kupwara,4.12518409425626,115.5758468335788,-727.6442307692307,0,76.953125,Monitor / No Action
Jammu and Kashmir,Leh,0.4617169373549884,8.389791183294664,-35.59375,0,14.55078125,Monitor / No Action
Jammu and Kashmir,Leh (Ladakh),0.125,0.875,-0.8571428571428571,0,36.81640625,Monitor / No Action
Jammu and Kashmir,Poonch,0.0,1.0,-1.0,0,2.001953125,Monitor / No Action
Jammu and Kashmir,Pulwama,1.7579250720461095,46.68780019212296,-454.09708737864077,0,46.6796875,Monitor / No Action
Jammu and Kashmir,Punch,6.25916870415648,150.5354523227384,-572.9029126213592,0,76.07421875,Monitor / No Action
Jammu and Kashmir,Rajauri,0.07692307692307693,0.9230769230769231,-0.9565217391304348,0,19.62890625,Monitor / No Action
Jammu and Kashmir,Rajouri,2.0388035569927245,53.56345998383185,-612.8461538461538,0,55.6640625,Monitor / No Action
Jammu and Kashmir,Ramban,3.904166666666667,73.1875,-319.7692307692308,0,70.60546875,Monitor / No Action
Jammu and Kashmir,Reasi,2.231493943472409,38.46837146702557,-258.88461538461536,0,63.8671875,Monitor / No Action
Jammu and Kashmir,Samba,0.7490144546649146,19.33245729303548,-140.01980198019803,0,17.96875,Monitor / No Action
Jammu and Kashmir,Shupiyan,5.8558558558558556,192.13513513513513,-208.85858585858585,0,85.15625,Extra Counters
Jammu and Kashmir,Srinagar,1.2935892200898327,41.209064924458964,-930.9809523809524,0,47.265625,Monitor / No Action
Jammu and Kashmir,Udhampur,1.6915024630541873,34.58251231527094,-508.7142857142857,0,53.515625,Monitor / No Action
Jharkhand,Bokaro,1.680354505169867,47.09689807976366,-1464.142857142857,0,56.8359375,Monitor / No Action
Jharkhand,Bokaro *,0.4,0.6,-0.2,0,74.951171875,Monitor / No Action
Jharkhand,Chatra,8.601369863013698,144.35205479452054,-943.7904761904762,0,92.08984375,Extra Counters
Jharkhand,Deoghar,5.114213197969543,71.92766497461929,-993.377358490566,0,83.59375,Monitor / No Action
Jharkhand,Dhanbad,2.327653149266609,49.6727782571182,-2070.6792452830186,0,58.984375,Monitor / No Action
Jharkhand,Dumka,2.8779867819013725,61.106253177427554,-1101.298076923077,0,64.55078125,Monitor / No Action
Jharkhand,East Singhbhum,2.9461966604823746,67.22448979591837,-1634.245283018868,0,71.77734375,Monitor / No Action
Jharkhand,Garhwa,5.730326295585413,125.77159309021113,-1191.2666666666667,0,87.79296875,Extra Counters
Jharkhand,Garhwa *,1.2610169491525425,24.72542372881356,-67.86274509803921,0,38.76953125,Monitor / No Action
Jharkhand,Giridih,7.480891719745223,104.91825902335457,-1748.304761904762,0,85.3515625,Extra Counters
Jharkhand,Godda,4.475281873373808,107.60624457935819,-1132.4761904761904,0,77.5390625,Monitor / No Action
Jharkhand,Gumla,3.8517660683265778,71.89345686160972,-1129.8846153846155,0,79.58984375,Monitor / No Action
Jharkhand,Hazaribag,0.5928725701943844,15.386609071274298,-134.30392156862746,0,27.24609375,Monitor / No Action
Jharkhand,Hazaribagh,2.536544148711449,52.864385297845374,-1134.5333333333333,0,67.1875,Monitor / No Action
Jharkhand,Jamtara,7.269681742043551,110.42546063651591,-592.1538461538462,0,89.0625,Extra Counters
Jharkhand,Khunti,3.0823389021479715,70.94988066825776,-541.6476190476191,0,69.43359375,Monitor / No Action
Jharkhand,Kodarma,0.7901554404145078,18.852331606217618,-69.02970297029702,0,16.30859375,Monitor / No Action
Jharkhand,Koderma,3.8695106649937263,69.55207026348808,-503.3557692307692,0,79.296875,Monitor / No Action
Jharkhand,Latehar,2.808069792802617,82.05997818974919,-698.7884615384615,0,74.4140625,Monitor / No Action
Jharkhand,Lohardaga,3.9846153846153847,74.4937062937063,-484.75,0,64.74609375,Monitor / No Action
Jharkhand,Pakaur,1.0981132075471698,21.07547169811321,-51.90196078431372,0,57.8125,Monitor / No Action
Jharkhand,Pakur,9.372093023255815,94.6922024623803,-593.9904761904762,0,76.3671875,Monitor / No Action
Jharkhand,Palamau,0.770949720670391,16.544692737430168,-56.47,0,37.79296875,Monitor / No Action
Jharkhand,Palamu,5.0792019347037485,117.38149939540507,-1786.0384615384614,0,82.421875,Monitor / No Action
Jharkhand,Pashchimi Singhbhum,1.1162790697674418,39.18217054263566,-196.42,0,41.6015625,Monitor / No Action
Jharkhand,Purbi Singhbhum,0.606875,15.065,-220.31428571428572,0,28.22265625,Monitor / No Action
Jharkhand,Ramgarh,1.3478464419475655,29.80805243445693,-578.9619047619047,0,51.953125,Monitor / No Action
Jharkhand,Ranchi,4.355263157894737,77.79887218045113,-2232.6857142857143,0,71.38671875,Monitor / No Action
Jharkhand,Sahebganj,5.145904436860068,98.35238907849829,-1030.5471698113208,0,79.78515625,Monitor / No Action
Jharkhand,Sahibganj,1.1896551724137931,14.593103448275862,-38.87,0,35.05859375,Monitor / No Action
Jharkhand,Seraikela-Kharsawan,2.765299260255548,69.35507733691998,-943.0380952380953,0,72.8515625,Monitor / No Action
Jharkhand,Simdega,2.8454935622317596,116.6680972818312,-772.4466019417475,0,77.24609375,Monitor / No Action
Jharkhand,West Singhbhum,3.593664664117968,96.03276897870016,-1611.9619047619049,0,69.7265625,Monitor / No Action
Karnataka,5Th Cross,0.0,1.0,-1.0,0,2.001953125,Monitor / No Action
Karnataka,Bagalkot,1.9963005122367672,33.29937393284007,-1037.7264150943397,0,58.59375,Monitor / No Action
Karnataka,Bagalkot *,0.32705248990578734,3.5558546433378195,-23.752475247524753,0,33.203125,Monitor / No Action
Karnataka,Ballari,0.8033077377436503,16.016538688718253,-495.3076923076923,0,38.37890625,Monitor / No Action
Karnataka,Bangalore,0.7135836034717139,24.804454669036915,-2173.4056603773583,0,24.90234375,Monitor / No Action
Karnataka,Bangalore Rural,1.6220423412204235,43.644458281444585,-648.9230769230769,0,54.6875,Monitor / No Action
Karnataka,Belagavi,0.8460345591493132,13.190629153743908,-1051.3867924528302,0,40.8203125,Monitor / No Action
Karnataka,Belgaum,0.7219623626672468,17.253888828456436,-1433.754716981132,0,29.39453125,Monitor / No Action
Karnataka,Bellary,1.0825927861996865,23.238630423418716,-815.0865384615385,0,43.45703125,Monitor / No Action
Karnataka,Bengaluru,2.812826864849986,47.29323791173502,-4573.509433962264,0,55.37109375,Monitor / No Action
Karnataka,Bengaluru South,0.20917822838847386,3.1568836712913555,-30.68888888888889,0,11.03515625,Monitor / No Action
Karnataka,Bidar,1.989673688558447,45.19289549772821,-986.7452830188679,0,57.421875,Monitor / No Action
Karnataka,Bijapur,1.0293167701863355,19.337639751552796,-695.1981132075472,0,43.65234375,Monitor / No Action
Karnataka,Bijapur(Kar),0.2,0.8666666666666667,-0.7692307692307693,0,54.98046875,Monitor / No Action
Karnataka,Chamarajanagar,0.3446808510638298,3.767375886524823,-24.13,0,33.59375,Monitor / No Action
Karnataka,Chamarajanagar *,0.20535714285714285,0.9732142857142857,-1.2835820895522387,0,44.23828125,Monitor / No Action
Karnataka,Chamrajanagar,1.1655982905982907,21.427350427350426,-364.71153846153845,0,40.4296875,Monitor / No Action
Karnataka,Chamrajnagar,0.3283582089552239,3.2712906057945568,-33.85858585858586,0,26.171875,Monitor / No Action
Karnataka,Chickmagalur,0.35816876122082586,8.87013764213046,-278.8921568627451,0,15.91796875,Monitor / No Action
Karnataka,Chikkaballapur,1.5764282038085435,34.60576428203809,-611.2,0,60.05859375,Monitor / No Action
Karnataka,Chikkamagaluru,0.3945339873861247,8.056061667834618,-210.25,0,21.484375,Monitor / No Action
Karnataka,Chikmagalur,0.2459016393442623,3.1868852459016392,-17.762376237623762,0,31.0546875,Monitor / No Action
Karnataka,Chitradurga,1.2508010486454995,27.694436353043987,-864.5809523809523,0,52.63671875,Monitor / No Action
Karnataka,Dakshina Kannada,0.7608433734939759,14.241686746987952,-1055.5754716981132,0,28.7109375,Monitor / No Action
Karnataka,Davanagere,0.24115267947421637,4.312942366026289,-78.19417475728156,0,17.48046875,Monitor / No Action
Karnataka,Davangere,1.247556142668428,30.12892998678996,-1031.2830188679245,0,46.484375,Monitor / No Action
Karnataka,Dharwad,1.406223717409588,35.27726380712083,-1139.7924528301887,0,48.33984375,Monitor / No Action
Karnataka,Gadag,2.067426400759734,29.88366571699905,-563.2788461538462,0,57.32421875,Monitor / No Action
Karnataka,Gadag *,0.28857715430861725,4.022044088176353,-18.818181818181817,0,29.58984375,Monitor / No Action
Karnataka,Gulbarga,1.1362064378824155,21.740356477786644,-737.6285714285714,0,47.8515625,Monitor / No Action
Karnataka,Hasan,0.2803250145095763,4.659605339524086,-146.51456310679612,0,15.33203125,Monitor / No Action
Karnataka,Hassan,0.5785260183659053,17.576642335766422,-700.8834951456311,0,21.58203125,Monitor / No Action
Karnataka,Haveri,1.544035674470457,40.66109253065775,-993.0566037735849,0,49.4140625,Monitor / No Action
Karnataka,Haveri *,0.23387096774193547,4.129032258064516,-20.125,0,22.16796875,Monitor / No Action
Karnataka,Kalaburagi,1.3253079507278835,28.115341545352745,-911.3714285714286,0,44.3359375,Monitor / No Action
Karnataka,Kodagu,0.5623529411764706,12.352470588235294,-240.90384615384616,0,24.12109375,Monitor / No Action
Karnataka,Kolar,1.523505077096653,36.556600225648744,-895.7019230769231,0,49.21875,Monitor / No Action
Karnataka,Koppal,2.2577494692144375,38.41061571125265,-818.6538461538462,0,63.671875,Monitor / No Action
Karnataka,Mandya,0.9395706334481845,24.998409753511794,-872.8269230769231,0,29.6875,Monitor / No Action
Karnataka,Mysore,0.5737673710260803,13.336569579288026,-638.504761904762,0,22.55859375,Monitor / No Action
Karnataka,Mysuru,0.7763537906137185,14.592057761732852,-735.9519230769231,0,25.48828125,Monitor / No Action
Karnataka,Raichur,3.2808641975308643,49.369684499314126,-1279.952380952381,0,74.0234375,Monitor / No Action
Karnataka,Ramanagar,1.7185840707964601,38.588200589970505,-606.7378640776699,0,52.44140625,Monitor / No Action
Karnataka,Shimoga,0.5525988560059687,9.560557075354389,-344.96190476190475,0,27.34375,Monitor / No Action
Karnataka,Shivamogga,0.5409997537552327,12.582368874661414,-470.1923076923077,0,28.90625,Monitor / No Action
Karnataka,Tumakuru,0.5796014993095285,12.634050108502663,-581.9428571428572,0,25.29296875,Monitor / No Action
Karnataka,Tumkur,0.5620267909143856,16.229081731702582,-775.9711538461538,0,17.3828125,Monitor / No Action
Karnataka,Udupi,0.6126590987272101,9.476608187134502,-490.8095238095238,0,24.4140625,Monitor / No Action
Karnataka,Udupi *,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0,68.45703125,Monitor / No Action
Karnataka,Uttara Kannada,0.5666220287914295,10.93337797120857,-589.8190476190476,0,21.6796875,Monitor / No Action
Karnataka,Vijayanagara,0.9578175149014214,14.089867033470885,-278.06796116504853,0,55.76171875,Monitor / No Action
Karnataka,Vijayapura,1.3784053986503375,19.29717570607348,-676.3490566037735,0,49.90234375,Monitor / No Action
Karnataka,Yadgir,3.2018779342723005,42.226291079812206,-791.6380952380953,0,64.6484375,Monitor / No Action
Kerala,Alappuzha,0.3717674716819833,12.245137849967941,-1048.2169811320755,0,12.40234375,Monitor / No Action
Kerala,Ernakulam,0.5561612009650612,17.703064962916628,-1845.1057692307693,0,19.04296875,Monitor / No Action
Kerala,Idukki,0.38125714285714285,13.579428571428572,-566.0980392156863,0,11.42578125,Monitor / No Action
Kerala,Kannur,0.6816336001856363,18.861816916115558,-1506.6826923076924,0,22.65625,Monitor / No Action
Kerala,Kasaragod,1.2739477503628447,33.44920174165457,-844.5238095238095,0,39.16015625,Monitor / No Action
Kerala,Kasargod,0.24428684003152087,2.7620173364854215,-32.93814432989691,0,19.921875,Monitor / No Action
Kerala,Kollam,0.520396452790819,17.37110067814293,-1553.0192307692307,0,17.1875,Monitor / No Action
Kerala,Kottayam,0.335717988595127,10.373976153447382,-930.9519230769231,0,11.81640625,Monitor / No Action
Kerala,Kozhikode,0.8232009925558312,27.088461538461537,-1997.1509433962265,0,27.44140625,Monitor / No Action
Kerala,Malappuram,1.5764872521246458,36.76901285683155,-3105.7403846153848,0,52.24609375,Monitor / No Action
Kerala,Palakkad,0.5809606986899564,17.111615720524018,-1802.6285714285714,0,25.0,Monitor / No Action
Kerala,Pathanamthitta,0.23229873908826382,9.082444228903977,-701.8846153846154,0,7.8125,Monitor / No Action
Kerala,Thiruvananthapuram,0.6067384444031929,18.327454984221273,-1835.798076923077,0,20.8984375,Monitor / No Action
Kerala,Thrissur,0.5064612688909981,13.795429656129079,-1750.1826923076924,0,16.11328125,Monitor / No Action
Kerala,Wayanad,0.8703917050691244,28.548387096774192,-471.0686274509804,0,27.05078125,Monitor / No Action
Ladakh,Kargil,0.9162011173184358,9.091247672253258,-44.343434343434346,0,39.94140625,Monitor / No Action
Ladakh,Leh,0.2853881278538813,11.993150684931507,-53.416666666666664,0,7.421875,Monitor / No Action
Lakshadweep,Lakshadweep,0.2875722543352601,8.176300578034683,-55.704081632653065,0,11.23046875,Monitor / No Action
Madhya Pradesh,Agar Malwa,4.362694300518135,41.53195164075993,-208.94174757281553,0,78.80859375,Monitor / No Action
Madhya Pradesh,Alirajpur,9.507565337001376,106.79229711141679,-686.6601941747573,0,86.81640625,Extra Counters
Madhya Pradesh,Anuppur,2.4319571865443423,69.26758409785933,-848.747572815534,0,63.96484375,Monitor / No Action
Madhya Pradesh,Ashok Nagar,6.697009102730819,134.65019505851757,-937.1047619047619,0,88.76953125,Extra Counters
Madhya Pradesh,Balaghat,3.3768996960486324,90.44528875379939,-1652.625,0,73.4375,Monitor / No Action
Madhya Pradesh,Barwani,24.156146179401993,222.17275747508305,-1702.942857142857,0,95.21484375,Extra Counters
Madhya Pradesh,Betul,4.01091811414392,93.46004962779156,-1733.076923076923,0,80.6640625,Monitor / No Action
Madhya Pradesh,Bhind,7.062086513994911,63.52213740458015,-1036.8598130841121,0,78.7109375,Monitor / No Action
Madhya Pradesh,Bhopal,4.110172245693858,81.18167045823854,-2237.254716981132,0,75.87890625,Monitor / No Action
Madhya Pradesh,Burhanpur,20.227557411273487,179.83089770354906,-735.0961538461538,0,91.69921875,Extra Counters
Madhya Pradesh,Chhatarpur,8.912209889001009,108.02875882946519,-1870.942857142857,0,91.6015625,Extra Counters
Madhya Pradesh,Chhindwara,3.602600568874441,80.06501422186103,-1775.2264150943397,0,79.1015625,Monitor / No Action
Madhya Pradesh,Damoh,4.913764510779436,143.5721393034826,-1623.514563106796,0,83.30078125,Monitor / No Action
Madhya Pradesh,Datia,6.556433408577878,84.59367945823928,-671.2718446601941,0,83.984375,Monitor / No Action
Madhya Pradesh,Dewas,7.275087719298246,105.92912280701755,-1338.8761904761905,0,83.88671875,Monitor / No Action
Madhya Pradesh,Dhar,6.88748627881449,117.06531284302964,-1930.2307692307693,0,90.234375,Extra Counters
Madhya Pradesh,Dindori,3.1733333333333333,111.84,-870.3883495145631,0,73.6328125,Monitor / No Action
Madhya Pradesh,East Nimar,2.4271099744245523,30.30242966751918,-423.2718446601942,0,71.09375,Monitor / No Action
Madhya Pradesh,Guna,6.298051948051948,108.85194805194806,-1518.5865384615386,0,87.98828125,Extra Counters
Madhya Pradesh,Gwalior,9.750530785562633,98.04936305732484,-1526.1926605504586,0,91.796875,Extra Counters
Madhya Pradesh,Harda,7.053691275167785,146.0771812080537,-398.3557692307692,0,91.50390625,Extra Counters
Madhya Pradesh,Harda *,1.2391752577319588,23.418556701030926,-109.76530612244898,0,53.125,Monitor / No Action
Madhya Pradesh,Hoshangabad,3.995945945945946,70.74121621621622,-949.8365384615385,0,74.12109375,Monitor / No Action
Madhya Pradesh,Indore,7.500170010200612,116.5239714382863,-3024.896226415094,0,89.6484375,Extra Counters
Madhya Pradesh,Jabalpur,5.13391376451078,92.57462686567165,-2047.6407766990292,0,86.9140625,Extra Counters
Madhya Pradesh,Jhabua,13.908902691511388,125.64906832298136,-1037.8942307692307,0,94.82421875,Extra Counters
Madhya Pradesh,Katni,7.633404104741684,97.73319179051663,-1201.0471698113208,0,92.7734375,Extra Counters
Madhya Pradesh,Khandwa,2.9919517102615694,47.32729711602951,-629.5619047619048,0,66.89453125,Monitor / No Action
Madhya Pradesh,Khargone,8.194398682042834,108.51180669961559,-1739.7904761904763,0,87.59765625,Extra Counters
Madhya Pradesh,Maihar,0.6144393241167435,7.159754224270353,-42.18811881188119,0,46.58203125,Monitor / No Action
Madhya Pradesh,Mandla,3.2676529926025553,69.32279757901816,-944.4615384615385,0,81.0546875,Monitor / No Action
Madhya Pradesh,Mandsaur,4.5595970900951315,72.22160044767767,-1162.6153846153845,0,80.56640625,Monitor / No Action
Madhya Pradesh,Mauganj,0.6497695852534562,6.199692780337942,-35.42156862745098,0,40.91796875,Monitor / No Action
Madhya Pradesh,Morena,18.7915611814346,182.1282700421941,-1861.0961538461538,0,94.7265625,Extra Counters
Madhya Pradesh,Narmadapuram,0.7231075697211156,11.036852589641434,-101.51960784313725,0,44.82421875,Monitor / No Action
Madhya Pradesh,Narsimhapur,0.9817275747508306,11.196843853820598,-120.57843137254902,0,45.01953125,Monitor / No Action
Madhya Pradesh,Narsinghpur,3.332033788174139,53.10851202079272,-743.747572815534,0,76.46484375,Monitor / No Action
Madhya Pradesh,Neemuch,3.730243161094225,64.78647416413374,-758.0188679245283,0,69.3359375,Monitor / No Action
Madhya Pradesh,Niwari,0.2589118198874296,6.791744840525328,-35.17171717171717,0,13.96484375,Monitor / No Action
Madhya Pradesh,Pandhurna,0.23501199040767387,2.4244604316546763,-10.144444444444444,0,24.31640625,Monitor / No Action
Madhya Pradesh,Panna,8.143607705779335,112.65411558669001,-1147.6057692307693,0,92.96875,Extra Counters
Madhya Pradesh,Raisen,4.414893617021277,85.88770685579196,-1325.5,0,86.328125,Extra Counters
Madhya Pradesh,Rajgarh,5.715312724658519,140.12652767792954,-1815.2038834951456,0,89.55078125,Extra Counters
Madhya Pradesh,Ratlam,6.064615384615385,142.99615384615385,-1695.3428571428572,0,89.16015625,Extra Counters
Madhya Pradesh,Rewa,3.733379986004199,89.26277116864941,-2306.066037735849,0,73.828125,Monitor / No Action
Madhya Pradesh,Sagar,5.4516258530710555,100.80329185066239,-2262.1047619047617,0,79.8828125,Monitor / No Action
Madhya Pradesh,Satna,5.264764965849738,94.18842908798715,-2107.9142857142856,0,83.10546875,Monitor / No Action
Madhya Pradesh,Sehore,3.736167734420501,79.84973791496797,-1244.6380952380953,0,66.11328125,Monitor / No Action
Madhya Pradesh,Seoni,3.8137317228226317,85.58486967577876,-1248.7961165048544,0,82.32421875,Monitor / No Action
Madhya Pradesh,Shahdol,3.3819128171763175,84.89590110605074,-1204.6826923076924,0,79.4921875,Monitor / No Action
Madhya Pradesh,Shajapur,3.4685598377281948,75.04107505070994,-1357.125,0,70.8984375,Monitor / No Action
Madhya Pradesh,Sheopur,14.286,165.87,-735.8446601941747,0,94.62890625,Extra Counters
Madhya Pradesh,Shivpuri,6.919265033407572,118.82405345211582,-1896.0471698113208,0,88.28125,Extra Counters
Madhya Pradesh,Sidhi,6.464099895941727,165.10822060353797,-1465.9326923076924,0,90.33203125,Extra Counters
